doi,title,original_query_hits,initial_decision,matched_existing_record,relationship_type,final_decision,final_catalog_slug,reason,review_stage,official_source_url
10.5061/dryad.8931zcs1b,"Data from: A novel Imatinib analog inhibitor of chronic myeloid leukemia: design, synthesis, and characterization. Explanation of its folded conformation","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8931zcs1b
10.5061/dryad.8cz8w9gmw,Dynamics of gaze control during prey capture in freely moving mice,"[""\""visual field\""""]",include,,,excluded_out_of_scope_or_false_positive,,Mouse prey-capture gaze behavior is general visual-neuroscience research rather than an ophthalmic modality disease mechanism or translational method.,scope_screen_b,https://doi.org/10.5061/dryad.8cz8w9gmw
10.5061/dryad.8cz8w9grb,Doryteuthis pealeii embyronic transcriptome individual stages 16-27 pooled and annotation,"[""cornea"", ""iris"", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8cz8w9grb
10.5061/dryad.8cz8w9h0v,Data from: Quantifying changes on optical coherence tomography in eyes receiving treatment for neovascular age-related macular degeneration,"[""\""optical coherence tomography\"""", ""macular"", ""ophthalmology"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_namd_oct_longitudinal,"The named longitudinal OCT measurement CSV covers 2,115 treated AMD eyes and fits core clinical OCT progression analysis.",scope_screen_b,https://doi.org/10.5061/dryad.8cz8w9h0v
10.5061/dryad.8fh42,Data from: Floral colour change in the eyes of pollinators: testing possible constraints and correlated evolution,"[""iris""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",broad_screen,https://doi.org/10.5061/dryad.8fh42
10.5061/dryad.8gtht76pd,Find the Food First: An Omnivorous Sensory Morphotype Predates Biomechanical Specialization for Plant Based Diets in Phyllostomid Bats,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8gtht76pd
10.5061/dryad.8jk03jd,Data from: Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,"[""uveitis""]",include,,,included_new_record,dryad_tb_uveitis_ifn,The human uveitis expression workbook has a stated 103-enrollment cohort and supports ocular biomarker classification.,scope_screen_b,https://doi.org/10.5061/dryad.8jk03jd
10.5061/dryad.8jt2694,Data from: Synopsis and taxonomic revision of three genera in the snake tribe Sonorini,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8jt2694
10.5061/dryad.8k7jd,Data from: Expansion and diversification of the MSDIN family of cyclic peptide genes in the poisonous agarics Amanita phalloides and A. bisporigera,"[""OCTA""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8k7jd
10.5061/dryad.8kb87,Data from: Direct and indirect causal effects of heterozygosity on fitness-related traits in Alpine ibex,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8kb87
10.5061/dryad.8m2g3,Data from: Eye coding mechanisms in early human face event-related potentials,"[""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",broad_screen,https://doi.org/10.5061/dryad.8m2g3
10.5061/dryad.8nv72,Data from: Individual variation in cone photoreceptor density in house sparrows: implications for between-individual differences in visual resolution and chromatic contrast,"[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Comparative sparrow cone-density ecology lacks a direct ophthalmic or translational ocular-method use case.,scope_screen_b,https://doi.org/10.5061/dryad.8nv72
10.5061/dryad.8pk0p2p1v,Data from: CMR study comparing antiplatelet therapies in STEMI patients,"[""angiography""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8pk0p2p1v
10.5061/dryad.8sf7m0cwq,Epidermal club cell densities in fathead minnows: assessment of method and application to a case study,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8sf7m0cwq
10.5061/dryad.8sf7m0czv,EMG dataset for gesture recognition with arm translation,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8sf7m0czv
10.5061/dryad.8th5m,Data from: Phenotypic plasticity in response to environmental heterogeneity contributes to fluctuating asymmetry in plants: first empirical evidence,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.8th5m
10.5061/dryad.931zcrjrq,Data for: Probing visual sensitivity and attention in mice using reverse correlation,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.931zcrjrq
10.5061/dryad.95x69p8th,Quantifying the influence of optical coherence tomography beam tilt in the normal adult mouse retina,"[""\""optical coherence tomography\"""", ""retina"", ""retinal""]",include,,,included_new_record,dryad_mouse_oct_beam_tilt,The large named OCT archive is a directly reusable imaging-method resource despite its normal mouse rather than human cohort.,scope_screen_b,https://doi.org/10.5061/dryad.95x69p8th
10.5061/dryad.95x69p8vx,Hybrid electromagnetic toroidal vortices,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.95x69p8vx
10.5061/dryad.963hr,Data from: A large and phylogenetically diverse class of type 1 opsins lacking a canonical retinal binding site,"[""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,broad_screen,https://doi.org/10.5061/dryad.963hr
10.5061/dryad.9707661,Clinical characteristics of patients hospitalized for ocular chemical injuries in Shanghai from 2012 to 2017,"[""ocular"", ""ophthalmology""]",include,,,included_new_record,dryad_ocular_chemical_injuries_shanghai,This 160-patient clinical workbook is directly relevant to ocular injury outcomes and ophthalmic epidemiology.,scope_screen_b,https://doi.org/10.5061/dryad.9707661
10.5061/dryad.97r9289,Data from: One and two year visual outcomes from the Moorfields age-related macular degeneration database: a retrospective cohort study and an open science resource,"[""\""diabetic retinopathy\"""", ""macular""]",include,dryad_namd_oct_quant;dryad_namd_visual_prediction,shared_source_cohort_distinct_outcome_task,included_new_record,dryad_moorfields_amd_1_2_year,"The de-identified 8,174-eye Moorfields AMD CSV is an explicitly released human longitudinal outcome resource.",scope_screen_b,https://doi.org/10.5061/dryad.97r9289
10.5061/dryad.98sf7m0dv,Correlation between internal pudendal artery stenosis and erectile dysfunction in patients with suspected coronary artery disease,"[""angiography""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.98sf7m0dv
10.5061/dryad.98sf7m0wt,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,"[""cataract"", ""retinal""]",include,,,included_new_record,dryad_rao_multiomics,The 132-participant retinal-artery-occlusion multi-omics release is directly translational and contains data beyond its analysis code.,scope_screen_b,https://doi.org/10.5061/dryad.98sf7m0wt
10.5061/dryad.9cnp5hqfm,Data from: Ten-year survival trends of neovascular age-related macular degeneration at first presentation,"[""\""diabetic retinopathy\"""", ""macular"", ""ophthalmology"", ""retinal""]",include,dryad_namd_oct_quant;dryad_namd_visual_prediction,shared_source_cohort_distinct_outcome_task,included_new_record,dryad_namd_ten_year_survival,The 103-patient ten-year AMD outcome CSV is a clearly defined human survival-analysis resource.,scope_screen_b,https://doi.org/10.5061/dryad.9cnp5hqfm
10.5061/dryad.9cnp5hqkq,Opponent processing in the retinal mosaic of nymphalid butterflies,"[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Butterfly retinal spectral ecology is not a direct translational ocular modality or disease-mechanism resource.,scope_screen_b,https://doi.org/10.5061/dryad.9cnp5hqkq
10.5061/dryad.9cnp5hqmn,"Integrated plasma proteomic and single-cell immune signaling network signatures demarcate mild, moderate, and severe COVID-19","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.9cnp5hqmn
10.5061/dryad.9cnp5hqvt,Behaviorally designed training leads to more diverse hiring,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.9cnp5hqvt
10.5061/dryad.9cp3j,Data from: The chinchilla as a novel animal model of pregnancy,"[""angiography""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.9cp3j
10.5061/dryad.9fh1s,Data from: Does the aquatic invertebrate nipple array prevent bubble adhesion?: an experiment using nanopillar sheets,"[""corneal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.9fh1s
10.5061/dryad.9fq7q,Data from: A new species of Allophryne (Anura: Allophrynidae) from the Atlantic Rain Forest biome of eastern Brazil,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.9fq7q
10.5061/dryad.9kd51c5g5,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus,"[""retinal""]",include,,,included_new_record,dryad_mouse_pupil_masking_retinal_deg,The three named ERG pupil and masking response files form a defined retinal-degeneration functional-assay resource in a disease model.,scope_screen_b,https://doi.org/10.5061/dryad.9kd51c5g5
10.5061/dryad.9s4mw6mc9,Data from: Automatic segmentation of multiple cardiovascular structures from cardiac computed tomography angiography images using deep learning,"[""angiography""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.9s4mw6mc9
10.5061/dryad.9t0r6,Data from: Fine-scale belowground species associations in temperate grassland,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.9t0r6
10.5061/dryad.b2rbnzsbd,Data from: Divergent selection on flowering phenology but not on floral morphology between two closely related orchids,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.b2rbnzsbd
10.5061/dryad.b2t22,Data from: Visual receptive field properties of neurons in the mouse lateral geniculate nucleus,"[""\""visual field\"""", ""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.b2t22
10.5061/dryad.b41j15h,"Data from: Human retinal pigment epithelium: in vivo cell morphometry, multispectral autofluorescence, and relationship to cone mosaic","[""\""retinal image\"""", ""ophthalmology"", ""retinal""]",exclude,dryad_aoslo_rpe,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_aoslo_rpe.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.b41j15h
10.5061/dryad.b5mkkwh9x,Data from: Extending the climatological concept of ‘Detection and Attribution’ to global change ecology in the Anthropocene,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.b5mkkwh9x
10.5061/dryad.b5mkkwhfb,Whole genome resequencing reveals signatures of rapid selection in a virus affected commercial fishery,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.b5mkkwhfb
