record_id,canonical_name,catalog_version,catalog_search_cutoff,identity_review_date,current_catalog_record,resource_role,resource_role_definition,dataset_family_id,dataset_family_member_count,dataset_family_members,outgoing_relationship_types,outgoing_relationship_targets,incoming_relationship_sources,relationship_evidence_urls,official_source_url,counting_rule
e_ophtha,E-ophtha (EX + MA): Exudate and Microaneurysm Segmentation,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,e_ophtha,1,e_ophtha,,,dme_vqa|mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://zenodo.org/records/6784358,https://www.kaggle.com/datasets/samriddhibagchi/e-ophtha-diabetic-retinopathy-datasets-ex-ma,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eed_astig,EED-Astig Pediatric External-Eye Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,eed_astig,1,eed_astig,,,,,https://doi.org/10.5281/zenodo.18976824,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
erdes,ERDES: Ocular Ultrasound Video Benchmark (Retinal Detachment + Macula),0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,erdes,1,erdes,,,,,https://arxiv.org/abs/2503.04525,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eth_xgaze,ETH-XGaze Extreme-Pose Gaze Estimation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,eth_xgaze,1,eth_xgaze,,,,,https://ait.ethz.ch/xgaze,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
external_eye_blepharitis,External Eye Photographs for Screening Referable Blepharitis,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,external_eye_blepharitis,1,external_eye_blepharitis,,,,,https://data.mendeley.com/datasets/bp37vw4z8d/1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eye_conjunctiva_segmentation,Eye Conjunctiva Segmentation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,eye_conjunctiva_segmentation,1,eye_conjunctiva_segmentation,,,,,https://data.mendeley.com/datasets/yxwjgcndg2/1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eye_disease_image_mendeley,Eye Disease Image Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,eye_disease_image_mendeley,1,eye_disease_image_mendeley,,,x_pcr,https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af,https://data.mendeley.com/datasets/s9bfhswzjb/1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eyecare_100k,Eyecare-100K: Multimodal Ophthalmology VQA Corpus,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,eyecare_100k,1,eyecare_100k,,,,,https://github.com/DCDmllm/EyecareGPT,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eyecatcher_visual_field,Eyecatcher Tablet-Based Visual Field Home-Monitoring Data,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,eyecatcher_visual_field,1,eyecatcher_visual_field,,,,,https://data.mendeley.com/datasets/swsfj47cxw/2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eyepacs,EyePACS — Diabetic Retinopathy Detection (Kaggle 2015),0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,eyepacs,1,eyepacs,,,eyeq|mm_retinal_reason|multieye|x_pcr,https://arxiv.org/abs/2412.09402|https://github.com/HzFu/EyeQ|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://www.kaggle.com/c/diabetic-retinopathy-detection,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
eyeq,EyeQ Retinal Image Quality Assessment Dataset,0.6.0,2026-08-02,2026-08-02,True,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",eyeq,1,eyeq,derived_from,eyepacs,,https://github.com/HzFu/EyeQ,https://github.com/HzFu/EyeQ,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
fairvlmed,FairVLMed: Fair Vision-Language Medical Ophthalmic Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,fairvlmed,1,fairvlmed,,,,,https://huggingface.co/datasets/harvardairobotics/FairVLMed,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
fang_sbsdi_oct,Duke Fang SBSDI Retinal OCT Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,fang_sbsdi_oct,1,fang_sbsdi_oct,,,,,https://people.duke.edu/~sf59/Fang_TMI_2013.htm,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
farfum_rop,FARFUM-ROP: Fundus Annotation Repository for Retinopathy of Prematurity,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,farfum_rop,1,farfum_rop,,,,,https://doi.org/10.6084/m9.figshare.c.6721269,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
fd3611,FD3611 Multi-Class Color Fundus Image Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,fd3611,1,fd3611,,,,,https://doi.org/10.6084/m9.figshare.32086296.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ffa_ir,FFA-IR Medical Report Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ffa_ir,1,ffa_ir,,,,,https://doi.org/10.13026/k5rp-9h43,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
fimd,Fundus Image Myopia Development Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,fimd,1,fimd,,,,,https://data.mendeley.com/datasets/jkzsh6pcv4/1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
fiqs,FIQS: Fundus Image Quality Scores Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,fiqs,1,fiqs,,,,,https://doi.org/10.6084/m9.figshare.28129847.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
fire,FIRE: Fundus Image Registration Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,fire,1,fire,,,,,https://projects.ics.forth.gr/cvrl/fire/,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
fives,FIVES: Fundus Image Vessel Segmentation,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,fives,1,fives,,,mm_retinal_reason|multieye|smdg,https://arxiv.org/abs/2412.09402|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,https://doi.org/10.6084/m9.figshare.19688169,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
