doi,title,decision,reason,matched_existing_record,relationship_type,confidence
10.6078/d1xt19,Simulated antihydrogen orbits in an octupole-based Minimum-B trap,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.6086/d12x00,Signature of a pair of Majorana zero modes in superconducting gold surface states,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7272/q6513wg4,Data for: Distinguishing externally- from saccade-induced motion in visual cortex,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.7272/q6cv4fx3,Single center series of boys with recurrent strokes and rotational vertebral arteriopathy: Supplemental Table,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7272/q6rf5rzx,Retinofugal projections from melanopsin-expressing retinal ganglion cells revealed by intraocular injections of Cre-dependent virus,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.7272/q6rv0kz3,Asymmetric retinal direction tuning predicts optokinetic eye movements across stimulus conditions,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.7272/q6w37t8b,10x Lacrimal Gland scRNA seq data matrix,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.7280/d11h3x,Annual Ice Velocity of the Greenland Ice Sheet (2010-2017),exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7280/d1595v,Annual Ice Velocity of the Greenland Ice Sheet (2001-2010),exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7280/d1gw91,Annual Ice Velocity of the Greenland Ice Sheet (1991-2000),exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7280/d1mm37,Annual Ice Velocity of the Greenland Ice Sheet (1972-1990),exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7291/d18x0d,Code to track coupled orbital-rotational evolution of a planet and satellite,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.7291/d1fq18,Increased frequency of extreme precipitation events in the North Atlantic during the PETM: Observations and theory,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7291/d1v10q,Population-specific vulnerability to ocean change in a multi-stressor environment,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.7291/d1zm3n,Inferring Mimas' spatial distribution of tidal heating from its long-wavelength topography,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
